tok	changepoint_idx	start_idx	end_idx	value
nsis	2011-2012	2010-2011	2011-2012	10.645605381946075
dene	2011-2012	2010-2011	2011-2012	13.055200773290203
gene_31680	2019-2020	2013-2014	2019-2020	18.486360315848504
ppbv	2019-2020	2018-2019	2019-2020	12.20361971188688
species_35286	2011-2012	2010-2011	2011-2012	35.453838804319055
species_35286	2016-2017	2015-2016	2016-2017	29.07451685279814
soyasaponin	2013-2014	2010-2011	2013-2014	12.750245386751722
unres	2017-2018	2010-2011	2017-2018	12.425834862808143
gene_11287	2011-2012	2010-2011	2011-2012	13.813351003744167
cockle	2012-2013	2010-2011	2012-2013	11.575625885044397
gene_17005	2011-2012	2010-2011	2011-2012	13.398713269229933
gene_56693	2015-2016	2014-2015	2015-2016	15.337860318368456
knower	2015-2016	2011-2012	2015-2016	13.150556488607766
akba	2017-2018	2012-2013	2017-2018	12.704818180371038
stellen	2019-2020	2010-2011	2019-2020	9.97885426240515
species_59617	2013-2014	2012-2013	2013-2014	11.113726427138515
eczema	2018-2019	2015-2016	2018-2019	10.860953283584632
xenolog	2016-2017	2015-2016	2016-2017	15.791729718184417
gene_19156	2014-2015	2013-2014	2014-2015	11.985677193684502
gene_107513	2015-2016	2010-2011	2015-2016	12.054509763433467
microsponge	2017-2018	2016-2017	2017-2018	12.674369557339116
co2ch3	2013-2014	2012-2013	2013-2014	11.40004549112718
rtt109	2014-2015	2013-2014	2014-2015	21.455298520689787
rtt109	2018-2019	2017-2018	2018-2019	25.685617341723088
gene_110651	2017-2018	2016-2017	2017-2018	18.57919590523395
adcr	2014-2015	2010-2011	2014-2015	10.746277701042615
gene_18099	2018-2019	2017-2018	2018-2019	18.0557786808815
gene_59272	2019-2020	2010-2011	2019-2020	47.871720613293604
gene_23390	2019-2020	2017-2018	2019-2020	10.611057566575882
gene_10949	2014-2015	2012-2013	2014-2015	19.91391815710821
gene_1054	2012-2013	2011-2012	2012-2013	10.352393483812463
terpy	2012-2013	2011-2012	2012-2013	9.824260586867783
trz	2014-2015	2013-2014	2014-2015	13.585572104910845
m101	2018-2019	2017-2018	2018-2019	10.771425552640078
species_199633	2019-2020	2010-2011	2019-2020	10.122107148084247
gene_14390	2016-2017	2013-2014	2016-2017	10.127086794367722
species_7938	2013-2014	2012-2013	2013-2014	10.999107134086131
flotac	2012-2013	2011-2012	2012-2013	16.17002409656487
gene_855965	2017-2018	2010-2011	2017-2018	10.65129848222386
3jhnhalpha	2014-2015	2010-2011	2014-2015	10.958273687869347
pi3kgamma	2016-2017	2015-2016	2016-2017	15.718491409367141
gene_216616	2016-2017	2010-2011	2016-2017	16.446550016618925
gene_307940	2017-2018	2016-2017	2017-2018	9.898571195529072
gene_79571	2018-2019	2017-2018	2018-2019	13.745907292744468
gene_815840	2012-2013	2011-2012	2012-2013	24.67832024583624
fetp	2016-2017	2015-2016	2016-2017	22.595684825390922
ridaforolimus	2011-2012	2010-2011	2011-2012	16.60659327555133
gene_5656961	2013-2014	2012-2013	2013-2014	10.827458200400978
cryogel	2012-2013	2011-2012	2012-2013	15.333578894992396
gene_851671	2017-2018	2016-2017	2017-2018	11.273626428597819
cotc	2012-2013	2010-2011	2012-2013	15.541380814646747
cardo	2011-2012	2010-2011	2011-2012	10.095620105659354
gene_286077	2015-2016	2014-2015	2015-2016	17.453740751481316
alkamide	2012-2013	2011-2012	2012-2013	11.485912939226788
rifa	2019-2020	2016-2017	2019-2020	17.17549299563441
kaf	2019-2020	2018-2019	2019-2020	13.489765130346806
cbegf	2019-2020	2018-2019	2019-2020	15.702715197392447
gene_5701	2016-2017	2015-2016	2016-2017	10.767791775978665
konnen	2019-2020	2010-2011	2019-2020	10.641103046330239
species_42043	2011-2012	2010-2011	2011-2012	11.207291433809182
orthogeriatric	2015-2016	2012-2013	2015-2016	11.628051662854482
pulau	2016-2017	2014-2015	2016-2017	10.024730145221165
1f1	2011-2012	2010-2011	2011-2012	13.696206196936812
impbeta	2014-2015	2010-2011	2014-2015	10.276776677921639
gene_5511	2011-2012	2010-2011	2011-2012	9.982460093410861
einen	2019-2020	2010-2011	2019-2020	10.815063864552181
e4orf4	2012-2013	2011-2012	2012-2013	20.3314998010648
gene_84669	2018-2019	2011-2012	2018-2019	12.523345488437622
glu166	2019-2020	2016-2017	2019-2020	10.250531750500842
gene_851721	2012-2013	2010-2011	2012-2013	14.471025871937778
gene_851721	2019-2020	2018-2019	2019-2020	16.261359325561756
gene_6001	2012-2013	2010-2011	2012-2013	18.44681779063792
gene_850441	2012-2013	2011-2012	2012-2013	10.887252134429897
esar	2012-2013	2010-2011	2012-2013	10.82350365336654
gene_22773	2012-2013	2011-2012	2012-2013	10.142262789930744
gene_834403	2014-2015	2011-2012	2014-2015	9.848175877351995
gene_834403	2016-2017	2015-2016	2016-2017	11.705858142804066
gene_229615	2011-2012	2010-2011	2011-2012	11.561178315924447
-fm	2012-2013	2011-2012	2012-2013	13.792384771430731
oncocytoma	2018-2019	2016-2017	2018-2019	9.880236412135577
flutamide	2018-2019	2010-2011	2018-2019	10.421972019293104
gene_64746	2011-2012	2010-2011	2011-2012	21.100827947012014
gene_14119	2014-2015	2010-2011	2014-2015	12.973133510526438
species_13230	2011-2012	2010-2011	2011-2012	12.860952061295466
zonisamide	2012-2013	2011-2012	2012-2013	10.155119981724127
mcsp	2016-2017	2015-2016	2016-2017	10.959860821376576
gene_9600	2014-2015	2013-2014	2014-2015	11.929314222446198
qbp	2017-2018	2010-2011	2017-2018	14.165982515237337
eosinopenia	2019-2020	2013-2014	2019-2020	9.96119369084498
gene_828165	2018-2019	2017-2018	2018-2019	17.288812120731997
pi103	2011-2012	2010-2011	2011-2012	12.480141680832526
gene_353497	2014-2015	2012-2013	2014-2015	15.734830899078258
gene_6840	2017-2018	2016-2017	2017-2018	13.494981858244335
gene_37447	2015-2016	2014-2015	2015-2016	20.795228535171184
emsc	2011-2012	2010-2011	2011-2012	16.38914340382805
gene_291948	2012-2013	2011-2012	2012-2013	13.016294505356084
gene_108701181	2014-2015	2013-2014	2014-2015	10.391616198566913
selp	2017-2018	2011-2012	2017-2018	9.992130501197742
gene_80838	2011-2012	2010-2011	2011-2012	21.305529855749626
gene_54872	2016-2017	2010-2011	2016-2017	9.800038179290093
gene_834562	2012-2013	2010-2011	2012-2013	17.028174186411718
parasitism	2018-2019	2010-2011	2018-2019	16.237636354859553
gene_18813	2019-2020	2018-2019	2019-2020	10.625377213365894
gene_101	2013-2014	2010-2011	2013-2014	11.58679837061707
ic261	2013-2014	2011-2012	2013-2014	11.328206390221439
gene_68404	2013-2014	2011-2012	2013-2014	9.774112647856214
gene_352922	2014-2015	2013-2014	2014-2015	17.22856278133774
gene_181263	2018-2019	2017-2018	2018-2019	13.263236208773515
gene_51293	2019-2020	2016-2017	2019-2020	10.401453990346736
cta1	2012-2013	2011-2012	2012-2013	13.414508716414895
d1.3	2012-2013	2011-2012	2012-2013	11.140890164525477
species_12274	2015-2016	2014-2015	2015-2016	11.133377280530107
gene_54431	2012-2013	2011-2012	2012-2013	23.424138714278207
shuar	2015-2016	2013-2014	2015-2016	11.747385309764462
mcsd	2017-2018	2015-2016	2017-2018	10.19952909947738
gene_56257	2018-2019	2017-2018	2018-2019	11.778397317287945
gene_8731	2015-2016	2014-2015	2015-2016	26.711680982127742
lysenin	2015-2016	2014-2015	2015-2016	14.277153023975377
gene_216864	2012-2013	2010-2011	2012-2013	11.83478705066722
amss	2016-2017	2015-2016	2016-2017	11.301701773658262
species_72332	2013-2014	2012-2013	2013-2014	13.857916536685956
gene_19317	2015-2016	2014-2015	2015-2016	17.94804328593834
gene_12785	2017-2018	2013-2014	2017-2018	13.333621708082461
cd44v8	2015-2016	2014-2015	2015-2016	23.540244016850213
gene_114875	2014-2015	2013-2014	2014-2015	10.14637415649138
gene_50764	2016-2017	2010-2011	2016-2017	11.872466043069497
pgpc	2011-2012	2010-2011	2011-2012	11.36190947535992
nzm	2016-2017	2013-2014	2016-2017	10.995410704558157
hct116	2018-2019	2010-2011	2018-2019	16.771998362303417
gene_43856	2014-2015	2013-2014	2014-2015	11.186955274917064
gris	2011-2012	2010-2011	2011-2012	10.282352739256382
gene_63885	2013-2014	2012-2013	2013-2014	18.125423286062635
gene_855269	2015-2016	2013-2014	2015-2016	24.28551579984285
vpst	2014-2015	2013-2014	2014-2015	16.716717631710317
gene_36526	2014-2015	2013-2014	2014-2015	10.16051577091918
gene_107932458	2018-2019	2016-2017	2018-2019	15.418604035788036
twn	2016-2017	2011-2012	2016-2017	11.752789536420828
gene_16429	2016-2017	2015-2016	2016-2017	11.632536429344828
jatd	2012-2013	2011-2012	2012-2013	10.011166850064471
gene_57659	2011-2012	2010-2011	2011-2012	11.132332727679405
stellt	2019-2020	2010-2011	2019-2020	10.1709340846171
gene_851577	2017-2018	2010-2011	2017-2018	10.00749729816737
jol	2014-2015	2013-2014	2014-2015	10.252934683186853
gene_855409	2018-2019	2017-2018	2018-2019	12.34190400509692
asch-	2014-2015	2013-2014	2014-2015	14.037746765734704
heroism	2017-2018	2016-2017	2017-2018	10.302236536313096
damit	2019-2020	2010-2011	2019-2020	14.876822670352276
gene_8500	2015-2016	2014-2015	2015-2016	39.4017341079974
gene_21331	2012-2013	2011-2012	2012-2013	9.801132144637865
gene_224826	2011-2012	2010-2011	2011-2012	14.072778392840032
species_262968	2012-2013	2011-2012	2012-2013	11.628598126754074
gene_67154	2011-2012	2010-2011	2011-2012	10.107953647793192
gene_29817	2016-2017	2010-2011	2016-2017	15.943059215811097
iridophore	2012-2013	2010-2011	2012-2013	9.822316433940264
gene_23071	2018-2019	2017-2018	2018-2019	15.468387826392613
gene_66993	2011-2012	2010-2011	2011-2012	11.823845713982175
f5a	2012-2013	2011-2012	2012-2013	10.643687255547263
gene_114693	2011-2012	2010-2011	2011-2012	16.170224429032938
hst1	2015-2016	2014-2015	2015-2016	11.543273363315027
species_47929	2012-2013	2011-2012	2012-2013	24.614913327596774
gene_91442	2012-2013	2010-2011	2012-2013	12.076352786607197
gene_855535	2011-2012	2010-2011	2011-2012	15.683865802438083
gene_855535	2017-2018	2012-2013	2017-2018	10.101143570924258
sars	2019-2020	2016-2017	2019-2020	43.51574162455458
gene_855003	2016-2017	2015-2016	2016-2017	13.300851792672688
pandemic	2019-2020	2013-2014	2019-2020	19.90686466091828
l82	2016-2017	2015-2016	2016-2017	9.816169409063614
tyr42	2019-2020	2017-2018	2019-2020	15.414817018928924
t2*w	2014-2015	2013-2014	2014-2015	21.06197053769904
toxa	2011-2012	2010-2011	2011-2012	16.432880015705855
exb	2014-2015	2013-2014	2014-2015	13.99823323631218
gene_51512	2011-2012	2010-2011	2011-2012	17.30329073700803
copra	2013-2014	2012-2013	2013-2014	12.214480150289848
ukcat	2015-2016	2014-2015	2015-2016	9.875349656970922
gene_678	2015-2016	2014-2015	2015-2016	11.129710226278338
gene_3633	2018-2019	2017-2018	2018-2019	12.420488717065755
lqas	2011-2012	2010-2011	2011-2012	13.58320516979145
gene_326343	2016-2017	2015-2016	2016-2017	16.792793761994695
atacicept	2014-2015	2013-2014	2014-2015	14.15416032563938
trasplante	2019-2020	2014-2015	2019-2020	11.266913462672854
gene_51727	2019-2020	2017-2018	2019-2020	11.099051318086268
arztliche	2019-2020	2018-2019	2019-2020	10.74412172959465
gene_34338	2016-2017	2015-2016	2016-2017	19.02717952549557
gene_8089	2011-2012	2010-2011	2011-2012	10.841625261870268
species_323063	2013-2014	2010-2011	2013-2014	11.78766449336335
gene_547641	2018-2019	2017-2018	2018-2019	22.890299006186673
gene_246297	2016-2017	2015-2016	2016-2017	34.56768024556326
gene_113130	2017-2018	2014-2015	2017-2018	11.251012854249126
dmmp	2018-2019	2010-2011	2018-2019	11.587913902744077
species_190893	2012-2013	2011-2012	2012-2013	13.38732947095504
microtentacle	2016-2017	2010-2011	2016-2017	10.124147269529786
caug	2014-2015	2010-2011	2014-2015	18.86412214337404
brucellosis	2018-2019	2013-2014	2018-2019	13.089996159483842
gene_18806	2014-2015	2013-2014	2014-2015	11.168330620464712
torulus	2016-2017	2011-2012	2016-2017	10.319376914888661
gene_850934	2012-2013	2011-2012	2012-2013	11.287141740984135
gene_15417	2015-2016	2010-2011	2015-2016	12.557766713639266
gene_174260	2011-2012	2010-2011	2011-2012	10.713922003439878
gene_21804	2013-2014	2012-2013	2013-2014	12.117903779093922
gene_4302	2019-2020	2018-2019	2019-2020	11.973732430528617
gene_7884	2012-2013	2010-2011	2012-2013	13.411760319412293
lctp	2018-2019	2017-2018	2018-2019	13.88108900084508
rova	2018-2019	2011-2012	2018-2019	12.13039802276664
gene_432442	2013-2014	2012-2013	2013-2014	15.94892758481478
sprc	2014-2015	2013-2014	2014-2015	18.933535702162107
gene_259064	2013-2014	2012-2013	2013-2014	15.40331808485945
kyphosis	2018-2019	2013-2014	2018-2019	13.40802776626471
ccop	2011-2012	2010-2011	2011-2012	12.866447797906293
untersuchungen	2019-2020	2018-2019	2019-2020	11.709391861021775
dcus	2012-2013	2011-2012	2012-2013	11.48499781364448
sv40-	2016-2017	2014-2015	2016-2017	11.34801916741289
pabpc	2013-2014	2012-2013	2013-2014	18.301724801913338
gene_55010	2011-2012	2010-2011	2011-2012	19.883365225106335
gene_91582	2012-2013	2011-2012	2012-2013	24.363300188818936
cmethyl	2017-2018	2012-2013	2017-2018	12.528269925404274
osteosarcoma	2018-2019	2014-2015	2018-2019	11.990608786473665
pode	2012-2013	2011-2012	2012-2013	12.55647933163873
gene_853649	2014-2015	2012-2013	2014-2015	15.875555400529525
tmpp	2018-2019	2010-2011	2018-2019	13.00820260616099
preq0	2016-2017	2012-2013	2016-2017	23.472859071602766
pvcsp	2019-2020	2011-2012	2019-2020	11.10173379648128
gene_220064	2013-2014	2012-2013	2013-2014	11.469565831197297
gene_220064	2016-2017	2015-2016	2016-2017	15.613234272018467
gene_64065	2014-2015	2013-2014	2014-2015	10.112356475636252
gene_768216	2013-2014	2011-2012	2013-2014	10.335726596997468
gene_399272	2015-2016	2013-2014	2015-2016	13.294817180662838
gene_22794	2014-2015	2012-2013	2014-2015	9.996130315455554
cut3	2013-2014	2010-2011	2013-2014	16.69218731701103
deutlich	2019-2020	2010-2011	2019-2020	10.849663508662635
38k	2017-2018	2012-2013	2017-2018	10.445885735992483
gene_1117	2011-2012	2010-2011	2011-2012	11.76283587057338
gene_26954	2013-2014	2010-2011	2013-2014	11.481363659472647
fiii	2013-2014	2010-2011	2013-2014	9.935328513757531
daruber	2019-2020	2018-2019	2019-2020	13.958869019610667
gammarid	2011-2012	2010-2011	2011-2012	13.013393497199642
gene_44129	2011-2012	2010-2011	2011-2012	10.58063573656936
cpc1	2016-2017	2011-2012	2016-2017	13.916713722177041
smyd	2014-2015	2011-2012	2014-2015	15.542556537560133
species_7819	2013-2014	2012-2013	2013-2014	18.86811534099427
gene_10904	2011-2012	2010-2011	2011-2012	14.211166455324875
gene_10904	2016-2017	2013-2014	2016-2017	9.799436133782702
gene_100750242	2015-2016	2014-2015	2015-2016	10.926490128434349
sult2b1b	2018-2019	2016-2017	2018-2019	15.52778707828836
gene_41840	2012-2013	2011-2012	2012-2013	16.30679372247689
mcrb	2018-2019	2016-2017	2018-2019	11.562776365283703
pstp	2018-2019	2017-2018	2018-2019	13.352036311827762
gene_382301	2011-2012	2010-2011	2011-2012	11.077252144636308
gene_54525	2012-2013	2011-2012	2012-2013	12.917096437781547
umudc	2013-2014	2012-2013	2013-2014	10.036793348544572
gene_16521	2012-2013	2011-2012	2012-2013	10.859967029566615
gene_16521	2017-2018	2016-2017	2017-2018	16.47403528107785
figure-2	2014-2015	2012-2013	2014-2015	13.63338918436577
gene_71722	2016-2017	2013-2014	2016-2017	28.683458894403202
gene_66042	2015-2016	2010-2011	2015-2016	9.896534241565648
hpcd	2014-2015	2013-2014	2014-2015	11.941248322535188
copine	2017-2018	2016-2017	2017-2018	20.125992129569273
trp120	2015-2016	2014-2015	2015-2016	10.76207293704243
kicer	2018-2019	2017-2018	2018-2019	9.774569094665928
gene_19259	2013-2014	2012-2013	2013-2014	24.800692028156604
gene_290029	2014-2015	2012-2013	2014-2015	11.146896227513349
mllr	2011-2012	2010-2011	2011-2012	10.709278279784245
gene_5297	2013-2014	2012-2013	2013-2014	13.751243977068746
gene_9500	2016-2017	2013-2014	2016-2017	12.368276242630143
gene_226049	2011-2012	2010-2011	2011-2012	13.054789924856589
nrse	2019-2020	2018-2019	2019-2020	11.076622478535342
btx623	2012-2013	2011-2012	2012-2013	13.897654313027441
10,12	2011-2012	2010-2011	2011-2012	12.434787932459594
gene_399170	2016-2017	2015-2016	2016-2017	10.763116556282185
gene_253782	2017-2018	2010-2011	2017-2018	10.489066916683786
gene_174227	2012-2013	2011-2012	2012-2013	10.618791800454439
gene_174227	2014-2015	2013-2014	2014-2015	10.173734438031635
gene_41225	2012-2013	2011-2012	2012-2013	12.014440669153002
posm	2013-2014	2012-2013	2013-2014	10.268921524407826
tatcn21	2016-2017	2015-2016	2016-2017	11.698865446976695
gene_338340	2016-2017	2012-2013	2016-2017	10.639240388158665
gene_116647	2011-2012	2010-2011	2011-2012	10.023023669293686
deltacbf	2012-2013	2011-2012	2012-2013	19.315633623052502
vme	2012-2013	2011-2012	2012-2013	10.48531044423564
flhf	2015-2016	2014-2015	2015-2016	10.901798029595358
maquette	2015-2016	2014-2015	2015-2016	11.79269892921607
gene_14536	2012-2013	2011-2012	2012-2013	26.44224561250268
asarm	2014-2015	2013-2014	2014-2015	9.923268353349194
gene_208922	2015-2016	2011-2012	2015-2016	14.100558629000052
gene_23845	2015-2016	2014-2015	2015-2016	16.876560134860032
gene_434215	2012-2013	2010-2011	2012-2013	11.581487513946024
t3ss-1	2013-2014	2012-2013	2013-2014	11.22114272240217
pde4d5	2014-2015	2010-2011	2014-2015	11.10828313582403
gene_4126	2012-2013	2011-2012	2012-2013	16.966658978222814
gene_129807	2013-2014	2012-2013	2013-2014	15.672700546867759
gene_51447	2013-2014	2011-2012	2013-2014	10.229665877577224
svb	2011-2012	2010-2011	2011-2012	17.3749719266265
plp2	2018-2019	2017-2018	2018-2019	12.604821821649388
gene_160851	2013-2014	2012-2013	2013-2014	10.546100985242608
gene_856530	2013-2014	2012-2013	2013-2014	10.704740607712177
redfly	2018-2019	2017-2018	2018-2019	10.044975954541462
gdm+	2014-2015	2013-2014	2014-2015	18.607685451096486
gene_178296	2014-2015	2013-2014	2014-2015	11.777686405104973
gene_10049	2011-2012	2010-2011	2011-2012	15.033919577822592
gene_22187	2017-2018	2011-2012	2017-2018	10.038372189389987
agbr	2014-2015	2011-2012	2014-2015	14.266799049104375
species_1513237	2013-2014	2011-2012	2013-2014	13.42384370931969
gene_281240	2012-2013	2011-2012	2012-2013	14.418325050461133
peptaibol	2011-2012	2010-2011	2011-2012	11.005565134947153
jif	2014-2015	2013-2014	2014-2015	36.39078117617334
gene_10641	2014-2015	2010-2011	2014-2015	11.591965307088909
mptc	2012-2013	2011-2012	2012-2013	14.309337219055351
gene_102157402	2011-2012	2010-2011	2011-2012	13.550441788103537
gene_51608	2016-2017	2014-2015	2016-2017	10.03195736671633
gene_25277	2011-2012	2010-2011	2011-2012	12.166437363439943
species_56525	2018-2019	2017-2018	2018-2019	11.863290981366044
gene_25420	2015-2016	2014-2015	2015-2016	19.777340650794706
gene_5834	2011-2012	2010-2011	2011-2012	11.729468265923904
popd	2015-2016	2014-2015	2015-2016	9.797287629269569
gene_311860	2014-2015	2013-2014	2014-2015	14.765717856484121
khdss	2011-2012	2010-2011	2011-2012	12.514051625583573
c9b	2015-2016	2011-2012	2015-2016	15.385232717574112
gene_494332	2012-2013	2011-2012	2012-2013	12.500127561143486
gene_17308	2013-2014	2012-2013	2013-2014	14.573543597328625
gene_9646	2015-2016	2013-2014	2015-2016	21.84481325498975
species_30067	2012-2013	2011-2012	2012-2013	12.168493227691432
gene_474862	2014-2015	2013-2014	2014-2015	19.99757629026325
gene_55787	2014-2015	2012-2013	2014-2015	11.351013411063747
gfp11	2015-2016	2014-2015	2015-2016	13.95481117020441
dabei	2019-2020	2010-2011	2019-2020	14.58724929684294
qwl	2011-2012	2010-2011	2011-2012	12.747992636568547
ankx	2016-2017	2011-2012	2016-2017	10.022272350000145
tfbm	2011-2012	2010-2011	2011-2012	10.494350106398041
gene_399457	2019-2020	2018-2019	2019-2020	16.372451888717293
gene_55191	2011-2012	2010-2011	2011-2012	19.252892947732146
gene_30236	2011-2012	2010-2011	2011-2012	12.012448734311414
qpl	2013-2014	2012-2013	2013-2014	9.946207911416597
ygjd	2014-2015	2013-2014	2014-2015	10.599009671481644
phronesis	2012-2013	2011-2012	2012-2013	9.845804758560753
n95	2019-2020	2010-2011	2019-2020	19.202667196777593
seston	2011-2012	2010-2011	2011-2012	10.618979053989891
gene_8558	2011-2012	2010-2011	2011-2012	13.666255200206555
gene_837775	2011-2012	2010-2011	2011-2012	12.151880171497542
pfe	2011-2012	2010-2011	2011-2012	10.359377146417595
gene_422169	2016-2017	2015-2016	2016-2017	12.393340681933621
gene_25350	2013-2014	2010-2011	2013-2014	10.542827064461486
gene_9958	2011-2012	2010-2011	2011-2012	11.947473134881196
hsya	2015-2016	2010-2011	2015-2016	22.596420781897564
maxadilan	2011-2012	2010-2011	2011-2012	14.00447546411545
jgp	2016-2017	2015-2016	2016-2017	10.404154305637418
nyvac	2018-2019	2017-2018	2018-2019	12.51142922985489
wrn	2015-2016	2014-2015	2015-2016	11.290355309230982
gene_852666	2015-2016	2010-2011	2015-2016	10.615988938584088
mman	2011-2012	2010-2011	2011-2012	13.721738592233837
anac	2016-2017	2015-2016	2016-2017	13.544316429056487
ap4a	2015-2016	2014-2015	2015-2016	28.61898961637654
species_430066	2012-2013	2011-2012	2012-2013	11.93671802420771
gene_828102	2014-2015	2010-2011	2014-2015	16.960209937997256
gene_5223	2011-2012	2010-2011	2011-2012	12.458671380986452
gene_5223	2016-2017	2015-2016	2016-2017	12.502799334229325
amref	2011-2012	2010-2011	2011-2012	17.28884857150962
mitf	2011-2012	2010-2011	2011-2012	16.55285207873349
fibularis	2011-2012	2010-2011	2011-2012	12.63462312649791
gene_22282	2019-2020	2010-2011	2019-2020	10.312708438581534
fapy	2016-2017	2015-2016	2016-2017	23.25480317754518
gene_10241	2011-2012	2010-2011	2011-2012	18.12210382829374
implicature	2017-2018	2013-2014	2017-2018	9.788769187221218
nbps	2015-2016	2010-2011	2015-2016	10.988923031215847
gene_4246	2014-2015	2013-2014	2014-2015	9.791616046124178
gene_851394	2017-2018	2016-2017	2017-2018	13.376471067820209
gene_12797939	2016-2017	2013-2014	2016-2017	10.495641532294758
gene_22920	2017-2018	2016-2017	2017-2018	9.965024419269707
gene_8727	2011-2012	2010-2011	2011-2012	21.933325821431076
gene_39018	2011-2012	2010-2011	2011-2012	27.212228374455567
gene_39018	2013-2014	2012-2013	2013-2014	18.133650336018153
gene_2058	2011-2012	2010-2011	2011-2012	15.561645427073186
gene_25099	2011-2012	2010-2011	2011-2012	17.399939244773833
gene_35430	2016-2017	2015-2016	2016-2017	15.770276909768343
proning	2019-2020	2015-2016	2019-2020	16.65026004803302
u2os	2018-2019	2011-2012	2018-2019	13.518876948769893
eltrombopag	2011-2012	2010-2011	2011-2012	10.675360348145269
gene_853996	2016-2017	2014-2015	2016-2017	13.687142613403351
gene_51458	2016-2017	2013-2014	2016-2017	12.1538713887267
gene_57824	2011-2012	2010-2011	2011-2012	25.3088321873139
tatb	2011-2012	2010-2011	2011-2012	15.930136941488168
vacationer	2015-2016	2010-2011	2015-2016	12.565517143154148
gene_13511	2014-2015	2012-2013	2014-2015	12.450818542613202
tke	2011-2012	2010-2011	2011-2012	12.41500256805548
stk1	2019-2020	2018-2019	2019-2020	11.178376560509948
gene_5669	2018-2019	2010-2011	2018-2019	10.045617622738444
gene_110755	2015-2016	2014-2015	2015-2016	10.284433516207418
nodularin	2011-2012	2010-2011	2011-2012	12.854734111467675
gene_84893	2012-2013	2011-2012	2012-2013	24.334903521542756
gene_15273	2012-2013	2011-2012	2012-2013	16.158883270828948
gene_497118	2016-2017	2015-2016	2016-2017	13.533850029810093
gene_83603	2016-2017	2014-2015	2016-2017	11.108364998574606
factt	2014-2015	2013-2014	2014-2015	17.33854681405491
crx	2015-2016	2014-2015	2015-2016	10.189909958380387
gene_20277	2011-2012	2010-2011	2011-2012	11.801578865059465
gene_83658	2014-2015	2013-2014	2014-2015	16.026136430373363
pmea	2013-2014	2012-2013	2013-2014	11.106746502054651
flav	2017-2018	2014-2015	2017-2018	12.40293547883567
erbil	2011-2012	2010-2011	2011-2012	9.895563798596331
gene_852757	2013-2014	2012-2013	2013-2014	17.771226091776956
mwnts	2017-2018	2016-2017	2017-2018	19.549386849762524
gene_19346	2012-2013	2011-2012	2012-2013	12.835552792919348
dusa	2014-2015	2010-2011	2014-2015	12.990385834536262
gene_57107	2013-2014	2012-2013	2013-2014	12.03449784059397
mtrd	2017-2018	2015-2016	2017-2018	14.729354135979293
tc45	2015-2016	2010-2011	2015-2016	13.26410804464987
gene_51400	2017-2018	2016-2017	2017-2018	10.278543323753883
mta1	2012-2013	2011-2012	2012-2013	18.705046490952245
gene_140942	2012-2013	2011-2012	2012-2013	9.832511763658482
gene_10590	2015-2016	2012-2013	2015-2016	19.39585269890576
na]i	2014-2015	2013-2014	2014-2015	10.898637175629991
scrounge	2019-2020	2018-2019	2019-2020	12.411264853365756
tsnp	2020-2021	2015-2016	2020-2021	12.77463997018208
gene_23368	2016-2017	2013-2014	2016-2017	19.048143952512707
gene_856020	2011-2012	2010-2011	2011-2012	14.150012945579942
gene_855954	2011-2012	2010-2011	2011-2012	14.815435217721136
gene_856089	2016-2017	2015-2016	2016-2017	12.187916298683476
jurisdictional	2015-2016	2010-2011	2015-2016	16.522345721863577
hip1	2013-2014	2010-2011	2013-2014	26.243880696115788
endometriosis	2018-2019	2011-2012	2018-2019	10.25694382243822
gene_128239	2013-2014	2012-2013	2013-2014	10.525415789111117
gene_14587	2013-2014	2012-2013	2013-2014	13.298283999718167
gene_12523	2013-2014	2010-2011	2013-2014	14.881515840007332
vpspr	2012-2013	2011-2012	2012-2013	17.89440056112758
vpspr	2018-2019	2017-2018	2018-2019	10.945286503434684
gene_32049	2017-2018	2010-2011	2017-2018	12.225998127991545
gene_853528	2015-2016	2014-2015	2015-2016	14.714112205491157
apol	2013-2014	2012-2013	2013-2014	34.1217875391365
swimmeret	2011-2012	2010-2011	2011-2012	23.412529448611842
dicerflox	2015-2016	2014-2015	2015-2016	10.23199193809658
interocclusal	2011-2012	2010-2011	2011-2012	11.773965246274221
adnatest	2015-2016	2010-2011	2015-2016	11.487739415420565
gene_84271	2011-2012	2010-2011	2011-2012	30.8159471633305
gene_856570	2012-2013	2011-2012	2012-2013	17.25560260511312
gene_24560	2015-2016	2014-2015	2015-2016	10.343145366329344
gene_855620	2018-2019	2014-2015	2018-2019	11.709655335196548
gene_474145	2011-2012	2010-2011	2011-2012	11.122636426212061
gene_216350	2015-2016	2013-2014	2015-2016	9.9434178849789
gene_155465	2014-2015	2013-2014	2014-2015	20.700153786209796
infatuation	2018-2019	2016-2017	2018-2019	14.385958604583196
-264	2017-2018	2016-2017	2017-2018	10.394749229190902
antiproton	2016-2017	2015-2016	2016-2017	10.415849359935278
gene_9481	2011-2012	2010-2011	2011-2012	12.463217862026394
species_12267	2012-2013	2011-2012	2012-2013	10.054002975425288
gene_751813	2013-2014	2012-2013	2013-2014	9.780972555362167
cbp1	2011-2012	2010-2011	2011-2012	10.757620982954851
gene_474258	2011-2012	2010-2011	2011-2012	10.574564405902256
gene_223870	2011-2012	2010-2011	2011-2012	12.79920217934713
gene_1748	2012-2013	2011-2012	2012-2013	14.953712698137863
